"vehicle","colour","passing.distance","street","helmet","kerb","bikelane","city","time"
"ordinary car","red",2.441,"one-way (two lanes)","no",0.25,"no","Salisbury","2006-05-19 15:20:00"
"ordinary car","sliver/grey",1.265,"regular urban street","no",0.25,"no","Salisbury","2006-05-19 15:20:00"
"ordinary car","blue",2.462,"regular urban street","no",0.25,"no","Salisbury","2006-05-19 15:20:00"
"ordinary car","red",1.889,"regular urban street","no",0.25,"no","Salisbury","2006-05-19 15:20:00"
"ordinary car","black",1.081,"regular urban street","no",0.25,"no","Salisbury","2006-05-19 15:20:00"
"ordinary car","white",1.358,"regular urban street","no",0.25,"no","Salisbury","2006-05-19 15:20:00"
"ordinary car","sliver/grey",2.409,"regular urban street","no",0.25,"no","Salisbury","2006-05-19 15:20:00"
"ordinary car","blue",1.879,"regular urban street","no",0.25,"no","Salisbury","2006-05-19 15:20:00"
"ordinary car","green",1.554,"regular urban street","no",0.25,"no","Salisbury","2006-05-19 15:20:00"
"ordinary car","sliver/grey",1.21,"regular urban street","no",0.25,"no","Salisbury","2006-05-19 15:20:00"
"LGV/minibus","white",1.445,"regular urban street","no",0.25,"no","Salisbury","2006-05-19 15:20:00"
"ordinary car","blue",1.392,"regular urban street","no",0.25,"no","Salisbury","2006-05-19 15:20:00"
"ordinary car","sliver/grey",1.573,"regular urban street","no",0.25,"no","Salisbury","2006-05-19 15:20:00"
"ordinary car","blue",1.529,"regular urban street","no",0.25,"no","Salisbury","2006-05-19 15:20:00"
"ordinary car","red",1.339,"regular urban street","no",0.25,"no","Salisbury","2006-05-19 15:20:00"
"ordinary car","red",1.935,"regular urban street","no",0.25,"no","Salisbury","2006-05-19 15:20:00"
"ordinary car","green",1.575,"regular urban street","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","red",2.194,"regular urban street","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","blue",1.211,"regular urban street","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","red",1.224,"regular urban street","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","blue",1.748,"regular urban street","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","blue",2.11,"regular urban street","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","red",1.885,"regular urban street","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","sliver/grey",1.95,"regular urban street","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","sliver/grey",2.124,"regular urban street","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","blue",1.871,"regular urban street","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","blue",1.709,"regular urban street","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"SUV/pickup","red",1.511,"regular urban street","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","sliver/grey",1.404,"regular urban street","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","sliver/grey",1.714,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","black",1.963,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","other",2.054,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","sliver/grey",2.088,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","blue",2.446,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","red",2.709,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"LGV/minibus","white",1.901,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","sliver/grey",1.207,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","blue",1.465,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","red",1.623,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","blue",1.239,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","sliver/grey",1.495,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","red",1.644,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"LGV/minibus","white",1.759,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","black",1.979,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"SUV/pickup","red",1.861,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","sliver/grey",2.088,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"SUV/pickup","blue",1.916,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","blue",1.673,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","blue",1.85,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","black",2.214,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","red",1.698,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","black",2.181,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","blue",2.66,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","sliver/grey",1.947,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","blue",2.102,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","blue",1.888,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","red",2.21,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"SUV/pickup","green",2.183,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","sliver/grey",2.021,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"SUV/pickup","green",2.08,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","sliver/grey",1.948,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","red",1.839,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","blue",1.446,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","red",1.314,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","black",1.54,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","blue",1.418,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","blue",1.827,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","blue",1.883,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","white",1.469,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"SUV/pickup","black",1.483,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","black",1.691,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","black",1.999,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"LGV/minibus","white",1.245,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","blue",2.378,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","red",1.607,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","sliver/grey",1.688,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","blue",1.573,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","sliver/grey",1.572,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"SUV/pickup","white",1.713,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","red",1.143,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"ordinary car","red",1.503,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:34:00"
"taxi","white",1.876,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","sliver/grey",1.681,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","black",2.185,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","sliver/grey",1.964,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","blue",1.64,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"SUV/pickup","black",1.587,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","sliver/grey",2.575,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","black",1.673,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","blue",1.84,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","blue",1.761,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","black",1.413,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"PTW","unknown",1.248,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","sliver/grey",1.284,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","sliver/grey",1.94,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","black",2.073,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","black",1.557,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","sliver/grey",2.022,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","sliver/grey",1.938,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","sliver/grey",1.875,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"bus","red",1.528,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"bus","red",1.348,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","red",1.916,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","white",2.183,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","blue",1.763,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"LGV/minibus","blue",1.804,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","blue",1.792,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","sliver/grey",1.904,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","black",1.646,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","blue",1.561,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","blue",1.726,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","green",1.648,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","sliver/grey",1.248,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","red",1.633,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","sliver/grey",1.891,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"SUV/pickup","white",2.328,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"taxi","blue",1.845,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","blue",2.254,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"SUV/pickup","white",1.702,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","black",2.204,"regular residential street","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"bus","white",1.681,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","blue",1.73,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","red",1.616,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","blue",1.673,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","red",1.478,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","other",1.407,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","black",1.917,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","black",1.39,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","black",1.793,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:00:00"
"ordinary car","green",2.027,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","blue",2.064,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","red",1.539,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","red",1.869,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"SUV/pickup","black",1.84,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","sliver/grey",1.292,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","red",1.362,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","white",1.432,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","sliver/grey",1.36,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","blue",1.456,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","blue",1.224,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"LGV/minibus","sliver/grey",1.548,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","green",1.6,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","blue",1.182,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","blue",1.465,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","blue",1.319,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","sliver/grey",1.224,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"SUV/pickup","sliver/grey",1.831,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","blue",1.693,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","blue",1.879,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","white",1.53,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","sliver/grey",1.53,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","sliver/grey",2.098,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","green",1.93,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","sliver/grey",2.282,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","blue",2.133,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","sliver/grey",1.913,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","red",1.775,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"SUV/pickup","blue",1.365,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","red",1.796,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","green",1.871,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","sliver/grey",1.927,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","red",1.47,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","blue",1.695,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"LGV/minibus","white",1.31,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"LGV/minibus","sliver/grey",1.181,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","red",1.464,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","blue",2.131,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"SUV/pickup","blue",1.892,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"taxi","blue",1.777,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","sliver/grey",1.922,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","blue",2.018,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","black",1.509,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","red",1.527,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","sliver/grey",1.305,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","black",1.416,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","blue",0.962,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
"ordinary car","sliver/grey",1.174,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 16:30:00"
